species	GCi	GC3	gene_expression
Caenorhabditis_elegans	0.344189089254224	0.339456185397327	3.017075
Caenorhabditis_elegans	0.299285463277498	0.259304547191441	0.59693
Caenorhabditis_elegans	0.323841659122706	0.27064888490418	0.4968645
Caenorhabditis_elegans	0.327844311377246	0.432014977767377	2.88579
Caenorhabditis_elegans	0.314541045148002	0.408933432318733	6.549265
Caenorhabditis_elegans	0.297634136037178	0.354056494260286	0.391318
Caenorhabditis_elegans	0.310704355885079	0.301453412924994	12.258
Caenorhabditis_elegans	0.329108251712438	0.365833216929739	2.2798
Caenorhabditis_elegans	0.332883187035787	0.299213724088635	53.97695
Caenorhabditis_elegans	0.333602802479116	0.392850278685374	2.96445
Caenorhabditis_elegans	0.336069243396508	0.346028082323524	21.22495
Caenorhabditis_elegans	0.316275490573297	0.409304143862392	3.450545
Caenorhabditis_elegans	0.39833508755143	0.505335968379447	18.2804
Caenorhabditis_elegans	0.361319194474171	0.464141821112006	5.2156
Caenorhabditis_elegans	0.295574288724974	0.371475612265898	3.79115
Caenorhabditis_elegans	0.285658839510964	0.244425746739588	2.04414
Caenorhabditis_elegans	0.32304822043628	0.407399440739944	48.65045
Caenorhabditis_elegans	0.225270157938487	0.402713941781571	36.95985
Caenorhabditis_elegans	0.351106749536583	0.473152100651539	8.510175
Caenorhabditis_elegans	0.275641025641026	0.398861047835991	2.772205
Caenorhabditis_elegans	0.264689057775599	0.446710978684391	18.45575
Caenorhabditis_elegans	0.31635900700191	0.305613305613306	5.028185
Caenorhabditis_elegans	0.255539429124335	0.345816544204788	13.53245
Caenorhabditis_elegans	0.267707082833133	0.475871954132824	39.3364
Caenorhabditis_elegans	0.283687943262411	0.293384467881112	0.1516475
Caenorhabditis_elegans	0.309553504614617	0.371010319174466	7.557775
Caenorhabditis_elegans	0.353427799164551	0.454612365063788	172.013
Caenorhabditis_elegans	0.230941704035874	0.431700713758307	13.10795
Caenorhabditis_elegans	0.304899821463995	0.297924901185771	0.2035785
Caenorhabditis_elegans	0.258840230577304	0.386030325627641	9.68975
Caenorhabditis_elegans	0.258747821423783	0.386753246753247	7.266125
Caenorhabditis_elegans	0.319194823867721	0.304140127388535	2.96636
Caenorhabditis_elegans	0.289374786470789	0.306875497743563	1.15623
Caenorhabditis_elegans	0.277969018932874	0.344456404736276	7.49927
Caenorhabditis_elegans	0.31737325062798	0.496054421768708	17.37805
Caenorhabditis_elegans	0.295790889871228	0.308594815825375	0.05818585
Caenorhabditis_elegans	0.313254358515869	0.362679955703212	4.479335
Caenorhabditis_elegans	0.263492609144036	0.3421200224341	12.4731
Caenorhabditis_elegans	0.321100917431193	0.374402250351617	1.36058
Caenorhabditis_elegans	0.363604610548376	0.398245117463912	2.48789
Caenorhabditis_elegans	0.371615905245347	0.532859174964438	0.122858
Caenorhabditis_elegans	0.264783759929391	0.372392112032009	6.215055
Caenorhabditis_elegans	0.272320095550911	0.29933545218145	4.278905
Caenorhabditis_elegans	0.293689320388349	0.321832242712671	0.480507
Caenorhabditis_elegans	0.252316331305569	0.321524263173564	3.74833
Caenorhabditis_elegans	0.306451612903226	0.123832479662549	0.00436662
Caenorhabditis_elegans	0.316049099460824	0.317948717948718	9.71689
Caenorhabditis_elegans	0.36053546144935	0.309019370460048	306.852
Caenorhabditis_elegans	0.309190031152648	0.373820395738204	0.001669535
Caenorhabditis_elegans	0.296812749003984	0.299145299145299	0.03044315
Caenorhabditis_elegans	0.333668566320259	0.325980392156863	1.19543
Caenorhabditis_elegans	0.281348186232505	0.295320731329408	1.70636
Caenorhabditis_elegans	0.229440789473684	0.35978835978836	43.59605
Caenorhabditis_elegans	0.309410968178741	0.402875399361022	0.5062385
Caenorhabditis_elegans	0.34705301284162	0.46585444052581	0.974047
Caenorhabditis_elegans	0.307736720554273	0.284885594585885	1.4024
Caenorhabditis_elegans	0.298351648351648	0.441914191419142	6.485675
Caenorhabditis_elegans	0.270819883795997	0.353099730458221	7.320715
Caenorhabditis_elegans	0.254736842105263	0.352008099898751	2.00742
Caenorhabditis_elegans	0.279776179056755	0.274847870182556	1.118295
Caenorhabditis_elegans	0.225466342254663	0.34804753820034	36.4564
Caenorhabditis_elegans	0.361288265306122	0.484539585457017	0.0912271
Caenorhabditis_elegans	0.270408163265306	0.406941136440966	9.07369
Caenorhabditis_elegans	0.357610789980732	0.460801095515235	56.7401
Caenorhabditis_elegans	0.278195488721804	0.27630217316316	2.76303
Caenorhabditis_elegans	0.372809637594584	0.5286800276434	0.2702015
Caenorhabditis_elegans	0.307946239094553	0.316280677497408	5.558335
Caenorhabditis_elegans	0.352580056412809	0.348112227225494	30.68485
Caenorhabditis_elegans	0.224586288416076	0.309465595529165	7.73988
Caenorhabditis_elegans	0.354399582923015	0.32276250880902	8.350065
Caenorhabditis_elegans	0.368702630405707	0.306254493170381	0.321171
Caenorhabditis_elegans	0.355119960425427	0.507553956834532	1.1333
Caenorhabditis_elegans	0.294655093650069	0.348062296269468	0.8299785
Caenorhabditis_elegans	0.403874484384207	0.521627565982405	0.2232395
Caenorhabditis_elegans	0.294509891086908	0.321587537091988	20.20455
Caenorhabditis_elegans	0.309850746268657	0.336476801207092	54.49475
Caenorhabditis_elegans	0.282760629004077	0.389856169568509	94.1119
Caenorhabditis_elegans	0.319155148919603	0.354435178165277	14.09145
Caenorhabditis_elegans	0.333359859939519	0.423529411764706	23.9003
Caenorhabditis_elegans	0.296614583333333	0.333206252382768	41.37945
Caenorhabditis_elegans	0.332712369597616	0.402065799540933	22.7806
Caenorhabditis_elegans	0.383139136394791	0.344243357720447	0.9807775
Caenorhabditis_elegans	0.349311740890688	0.299191374663073	0.5987595
Caenorhabditis_elegans	0.232925952552121	0.309385863267671	2.687225
Caenorhabditis_elegans	0.283374283374283	0.357253685027153	4.43551
Caenorhabditis_elegans	0.321977205153617	0.318642745709828	18.48725
Caenorhabditis_elegans	0.389050828930588	0.531714956930305	13.18085
Caenorhabditis_elegans	0.278904304517965	0.345576619273302	20.6315
Caenorhabditis_elegans	0.352788691320021	0.440337484933708	11.75065
Caenorhabditis_elegans	0.327336551118912	0.285656728444803	0.6210235
Caenorhabditis_elegans	0.3125284738041	0.384739604360113	9.443815
Caenorhabditis_elegans	0.279909706546275	0.537560581583199	14.5744
Caenorhabditis_elegans	0.27452190006169	0.403027823240589	11.63985
Caenorhabditis_elegans	0.328025686390145	0.392959476054032	17.62105
Caenorhabditis_elegans	0.332201471420487	0.479243732018085	17.0549
Caenorhabditis_elegans	0.336495304790705	0.358233594717293	2.445985
Caenorhabditis_elegans	0.302893143311518	0.399503722084367	16.0187
Caenorhabditis_elegans	0.378588895933339	0.406976744186047	18.33875
Caenorhabditis_elegans	0.311855234229663	0.236371202663337	0.01021528
Caenorhabditis_elegans	0.323323323323323	0.441298917568693	8.767475
Caenorhabditis_elegans	0.321095518334088	0.434474123539232	32.8212
Caenorhabditis_elegans	0.31324957167333	0.360484544695071	4.318225
Caenorhabditis_elegans	0.319697669051466	0.490542244640605	10.82805
Caenorhabditis_elegans	0.340104309634916	0.30161427357689	7.09119
Caenorhabditis_elegans	0.325993597251503	0.473706712270201	23.2659
Caenorhabditis_elegans	0.254748603351955	0.411158798283262	53.74405
Caenorhabditis_elegans	0.363494539781591	0.471852170176193	13.96275
Caenorhabditis_elegans	0.298181114551084	0.273860705073087	18.1409
Caenorhabditis_elegans	0.258840460526316	0.32	11.46345
Caenorhabditis_elegans	0.306306306306306	0.342388960758948	10.6358
Caenorhabditis_elegans	0.288362068965517	0.415982721382289	10.8185
Caenorhabditis_elegans	0.271205357142857	0.314446366782007	2.534285
Caenorhabditis_elegans	0.245142002989537	0.378437363596683	5.04294
Caenorhabditis_elegans	0.283552631578947	0.304385964912281	17.0314
Caenorhabditis_elegans	0.296977660972405	0.469916556873079	9.24188
Caenorhabditis_elegans	0.330229151407345	0.388495575221239	94.06125
Caenorhabditis_elegans	0.357792539601431	0.429079590929302	11.7015
Caenorhabditis_elegans	0.284581060981656	0.348154735437972	27.91725
Caenorhabditis_elegans	0.275689223057644	0.297862867319679	23.03185
Caenorhabditis_elegans	0.30635370295427	0.398127507802051	8.081845
Caenorhabditis_elegans	0.197068403908795	0.393831023692445	0.411821
Caenorhabditis_elegans	0.276437847866419	0.394170403587444	16.86825
Caenorhabditis_elegans	0.257501363884343	0.246292134831461	0.1505625
Caenorhabditis_elegans	0.257201646090535	0.396753832281335	30.29145
Caenorhabditis_elegans	0.312288504302427	0.453181818181818	108.926
Caenorhabditis_elegans	0.2018779342723	0.365620736698499	9.44058
Caenorhabditis_elegans	0.359263375138911	0.455169258920403	13.4327
Caenorhabditis_elegans	0.302366227480506	0.481855764813964	40.7088
Caenorhabditis_elegans	0.336014673708868	0.424033149171271	1.16394
Caenorhabditis_elegans	0.271572492334647	0.443370165745856	8.116995
Caenorhabditis_elegans	0.336165629487793	0.453874538745387	30.54445
Caenorhabditis_elegans	0.317029987827819	0.641274238227147	59.6893
Caenorhabditis_elegans	0.320740921277114	0.308864265927978	1.70507
Caenorhabditis_elegans	0.301231449321124	0.419518963922294	7.21132
Caenorhabditis_elegans	0.311655786837459	0.332560296846011	2.00875
Caenorhabditis_elegans	0.296246648793566	0.475394614670381	5.373615
Caenorhabditis_elegans	0.270984455958549	0.373314737331474	3.35757
Caenorhabditis_elegans	0.357086536566134	0.51653469958081	2.09154
Caenorhabditis_elegans	0.28830579850988	0.59645852749301	51.736
Caenorhabditis_elegans	0.298809523809524	0.465268065268065	28.3594
Caenorhabditis_elegans	0.285169491525424	0.42991092358181	20.8118
Caenorhabditis_elegans	0.337427688406371	0.394181135617081	3.51792
Caenorhabditis_elegans	0.244635193133047	0.29782196969697	0.46364
Caenorhabditis_elegans	0.304236364801641	0.481727574750831	22.7807
Caenorhabditis_elegans	0.309853733641263	0.342517814726841	7.07626
Caenorhabditis_elegans	0.261894175188973	0.374524714828897	29.66005
Caenorhabditis_elegans	0.363019891500904	0.39399714149595	21.3756
Caenorhabditis_elegans	0.348470083804327	0.391138637446403	0.9742575
Caenorhabditis_elegans	0.331942416023367	0.360248447204969	0.475146
Caenorhabditis_elegans	0.29253112033195	0.474414155906265	65.66565
Caenorhabditis_elegans	0.253664036076663	0.358208955223881	18.6659
Caenorhabditis_elegans	0.270605946556266	0.374453618261292	26.26195
Caenorhabditis_elegans	0.248617217415969	0.471532846715328	14.6114
Caenorhabditis_elegans	0.368686868686869	0.439512195121951	17.54045
Caenorhabditis_elegans	0.207518796992481	0.379512195121951	29.164
Caenorhabditis_elegans	0.340567885117493	0.431439764936337	11.90845
Caenorhabditis_elegans	0.28470715835141	0.494348894348894	0.520601
Caenorhabditis_elegans	0.305176375185836	0.308903098868667	7.347625
Caenorhabditis_elegans	0.253610875106202	0.356401384083045	1.427085
Caenorhabditis_elegans	0.284649271433412	0.391282813273898	4.00983
Caenorhabditis_elegans	0.36356136939485	0.581268582755203	28.72715
Caenorhabditis_elegans	0.310254163014899	0.357779980178394	28.2776
Caenorhabditis_elegans	0.254452926208651	0.362326043737575	0.0499568
Caenorhabditis_elegans	0.309090909090909	0.360059760956175	0.3642265
Caenorhabditis_elegans	0.316725978647687	0.418662674650699	82.2146
